"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"178","@Nike Travis Scott 1s. Draw or not a draw is the question.",FALSE,0,"Nike",2019-05-09 16:18:52,FALSE,NA,"1126521928456515586","415859364","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sneakerholicbee",0,FALSE,FALSE,NA,NA
"179","@h1brd @Nike @tom_sachs Please don't take off the dyneema",FALSE,0,"h1brd",2019-05-09 16:18:27,FALSE,"1126397958025613312","1126521826190823424","14868914","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","alvinwklee",0,FALSE,FALSE,NA,NA
"180","RT @novy_williams: -- 27% of shoes bought online are returned for size reason.
-- 60 percent of people are wearing the wrong size shoe
-- @…",FALSE,0,NA,2019-05-09 16:17:48,FALSE,NA,"1126521663003213824",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LG72472083",23,TRUE,FALSE,NA,NA
"181","Hey @Nike! I have a question about your company diversity statement. If you could have someone get back to me on th… https://t.co/sKfOi8OoBd",FALSE,0,NA,2019-05-09 16:17:32,TRUE,NA,"1126521593096806400",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","StephZengly",0,FALSE,FALSE,NA,NA
"182","RT @TimeSesethu: This is for our Mbhokodo<U+0001F478> @caster800m. They think we do not know their agenda. They will continue to eat dust again and ag…",FALSE,0,NA,2019-05-09 16:17:27,FALSE,NA,"1126521572653768704",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","velge_l",81,TRUE,FALSE,NA,NA
"183","RT @TimeSesethu: This is for our Mbhokodo<U+0001F478> @caster800m. They think we do not know their agenda. They will continue to eat dust again and ag…",FALSE,0,NA,2019-05-09 16:17:25,FALSE,NA,"1126521563032035328",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KerrieOgle",81,TRUE,FALSE,NA,NA
"184","RT @CaminoTV: NIKE AIR MAX 1 « INSIDE OUT » PACK ON FEET <U+0001F64C><U+0001F525>

<U+0001F36F> OU <U+0001F6AE> ?

Pas encore de date <U+0001F64F>
<U+0001F4F8> hanzuying (ig)
@Nike https://t.co/uWJTEKxYMi",FALSE,0,NA,2019-05-09 16:17:13,FALSE,NA,"1126521516408045570",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HugoJspW",40,TRUE,FALSE,NA,NA
"185","Fantastic use of #AugmentedReality from the @Nike team in solving a major customer pain point. We're excited to see… https://t.co/BGCUXpRwkU",FALSE,0,NA,2019-05-09 16:17:06,TRUE,NA,"1126521485886148609",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","omkaraventures",0,FALSE,FALSE,NA,NA
"186","NIKE AIR MAX 1 « INSIDE OUT » PACK ON FEET <U+0001F64C><U+0001F525>

<U+0001F36F> OU <U+0001F6AE> ?

Pas encore de date <U+0001F64F>
<U+0001F4F8> hanzuying (ig)
@Nike https://t.co/uWJTEKxYMi",FALSE,204,NA,2019-05-09 16:16:32,FALSE,NA,"1126521342881402880",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CaminoTV",40,FALSE,FALSE,NA,NA
"187","Best Foot Forward: Nike To Beef Up App With This Augmented Reality Feature https://t.co/O30cn2A9Tu via @IBDinvestors @Nike",FALSE,0,NA,2019-05-09 16:15:33,FALSE,NA,"1126521095123755009",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LaraKLarkin",0,FALSE,FALSE,NA,NA
"188","@sizeofficial @Nike These dropped months ago",FALSE,0,"sizeofficial",2019-05-09 16:14:45,FALSE,"1126520704105500673","1126520892039806978","26269202","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MauriceBoyd4",0,FALSE,FALSE,NA,NA
"189","@HYPEBEAST @Nike Shit is ugly man <U+0001F602><U+0001F602>",FALSE,0,"HYPEBEAST",2019-05-09 16:14:29,FALSE,"1126514725146234882","1126520827422367746","18286505","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kerr953",0,FALSE,FALSE,NA,NA
"190","COMING SOON: The @Nike Air Max 95. Available online and in all size? stores from 08:00AM  - #sizeHQ

See more:… https://t.co/UiY36WmKtB",FALSE,11,NA,2019-05-09 16:14:00,TRUE,NA,"1126520704105500673",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","sizeofficial",0,FALSE,FALSE,NA,NA
"191","RT @bretmanrock: One of my biggest dreams came true today <U+0001F6A7><U+0001F3C3><U+0001F3FD><U+200D><U+2642><U+FE0F> Thank you so much @Nike https://t.co/RZrGFujRdh",FALSE,0,NA,2019-05-09 16:12:49,FALSE,NA,"1126520406398185473",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Jacquiguez",8598,TRUE,FALSE,NA,NA
"192","RT @TimeSesethu: This is for our Mbhokodo<U+0001F478> @caster800m. They think we do not know their agenda. They will continue to eat dust again and ag…",FALSE,0,NA,2019-05-09 16:12:23,FALSE,NA,"1126520296247316481",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AgcoKa",81,TRUE,FALSE,NA,NA
"193","@KCCorp @unileverusa @Unilever @KelloggsUS @GeneralMills @ProcterGamble @KraftBrand @Dreyers @Breyers… https://t.co/TdNgIiCxGX",FALSE,0,"KCCorp",2019-05-09 16:11:49,TRUE,NA,"1126520153657581568","151233724","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SaraRo1989",0,FALSE,FALSE,NA,NA
"194","RT @TimeSesethu: This is for our Mbhokodo<U+0001F478> @caster800m. They think we do not know their agenda. They will continue to eat dust again and ag…",FALSE,0,NA,2019-05-09 16:11:35,FALSE,NA,"1126520096338468866",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mr_sokhulu",81,TRUE,FALSE,NA,NA
"195","little post workout.. 5 sets of 50feet handstand walk into 5 strict handstand push ups..
.
.
.
#me #mia #live #now… https://t.co/S2EAamvRZg",FALSE,0,NA,2019-05-09 16:11:24,TRUE,NA,"1126520050326753280",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","pumabianco",0,FALSE,FALSE,"-80.14125","25.77991"
"196","RT @TimeSesethu: This is for our Mbhokodo<U+0001F478> @caster800m. They think we do not know their agenda. They will continue to eat dust again and ag…",FALSE,0,NA,2019-05-09 16:10:54,FALSE,NA,"1126519925751808003",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nathi_tinise",81,TRUE,FALSE,NA,NA
"197","RT @TimeSesethu: This is for our Mbhokodo<U+0001F478> @caster800m. They think we do not know their agenda. They will continue to eat dust again and ag…",FALSE,0,NA,2019-05-09 16:10:08,FALSE,NA,"1126519731429814273",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MantashePhawu",81,TRUE,FALSE,NA,NA
"198","The global #rugbyapparel market to grow by USD 919.26 million during 2019-2023. Europe to hold highest market share… https://t.co/GnEp8xI7Rg",FALSE,0,NA,2019-05-09 16:10:07,TRUE,NA,"1126519727608745984",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","Technavio",0,FALSE,FALSE,NA,NA
"199","@SneakerNews 1st photo: Ok not bad @Nike.
2nd photo: Oh no baby what is you doin?! https://t.co/brNvxNTBXM",FALSE,1,"SneakerNews",2019-05-09 16:09:58,FALSE,"1126518228828733441","1126519689809674241","16180874","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AdamRoell",0,FALSE,FALSE,NA,NA
"200","@DougGhim @PGATOUR @attbyronnelson @Nike @Titleist @TVTIChicago @GSEworldwide Hope you have 4 solid rounds! Hook’em",FALSE,0,"DougGhim",2019-05-09 16:09:55,FALSE,"1126466526608089089","1126519677394591744","93453225","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","drbstr59",0,FALSE,FALSE,NA,NA
"201","RT @HYPEBEAST: Get a closer look at #TomsSachs’ @Nike Mars Yard Overshoe. <U+0001F680>
https://t.co/p1dszAN4z2
<U+0001F4F8>: HYPEBEAST https://t.co/vZ1DYgUY5s",FALSE,0,NA,2019-05-09 16:09:45,FALSE,NA,"1126519634889465858",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","swaneih",16,TRUE,FALSE,NA,NA
"202","RT @TimeSesethu: This is for our Mbhokodo<U+0001F478> @caster800m. They think we do not know their agenda. They will continue to eat dust again and ag…",FALSE,0,NA,2019-05-09 16:09:34,FALSE,NA,"1126519588194267136",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","banksy_16",81,TRUE,FALSE,NA,NA
"203","@TimeSesethu @caster800m @Nike Out of all the videos, this 1 right here dyan<U+0001F44C><U+0001F44C>. This was from the heart bru. Enkosi… https://t.co/nv2sY8d4ha",FALSE,2,"TimeSesethu",2019-05-09 16:08:41,TRUE,"1126508881079717890","1126519367750098945","1092375458350579712","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MantashePhawu",1,FALSE,FALSE,NA,NA
"204","RT @TimeSesethu: This is for our Mbhokodo<U+0001F478> @caster800m. They think we do not know their agenda. They will continue to eat dust again and ag…",FALSE,0,NA,2019-05-09 16:08:39,FALSE,NA,"1126519358975631360",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","filtane_nobuhle",81,TRUE,FALSE,NA,NA
"205","RT @TimeSesethu: This is for our Mbhokodo<U+0001F478> @caster800m. They think we do not know their agenda. They will continue to eat dust again and ag…",FALSE,0,NA,2019-05-09 16:07:58,FALSE,NA,"1126519185314603010",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","uzu_nyanda",81,TRUE,FALSE,NA,NA
"206","@KCharle05462179 @Cristiano @Nike Sir how,long time English is over morrow is geography paper 2 and objections",FALSE,0,"KCharle05462179",2019-05-09 16:07:29,FALSE,"961258715579117568","1126519064137019393","960651504905609216","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","apiilig",0,FALSE,FALSE,NA,NA
"207","RT @TimeSesethu: This is for our Mbhokodo<U+0001F478> @caster800m. They think we do not know their agenda. They will continue to eat dust again and ag…",FALSE,0,NA,2019-05-09 16:07:19,FALSE,NA,"1126519022424608768",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gary_kai",81,TRUE,FALSE,NA,NA
"208","Dear @nike and @ussoccer:

Having a #USWNT kit won’t change the world. Sharing one will. Especially if they’re in w… https://t.co/7xmwHNP4YA",FALSE,1,NA,2019-05-09 16:06:58,TRUE,NA,"1126518936659382272",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PopContrarian",0,FALSE,FALSE,NA,NA
"209","Yooo @nike @USWNT  @ussoccer I’m trying to give you guys all my monies but you won’t let me customize your World Cup jerseys. Figure it out<U+0001F644>",FALSE,1,NA,2019-05-09 16:05:29,FALSE,NA,"1126518562565312514",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Callie_Frank_",0,FALSE,FALSE,NA,NA
"210","RT @Nike: Never slow down for the world, one day it will catch-up with you. #justdoit https://t.co/xx2UzmQ0Bw",FALSE,0,NA,2019-05-09 16:04:46,FALSE,NA,"1126518382302572545",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Achal96",7027,TRUE,FALSE,NA,NA
"211","RT @HYPEBEAST: Get a closer look at #TomsSachs’ @Nike Mars Yard Overshoe. <U+0001F680>
https://t.co/p1dszAN4z2
<U+0001F4F8>: HYPEBEAST https://t.co/vZ1DYgUY5s",FALSE,0,NA,2019-05-09 16:04:30,FALSE,NA,"1126518314149265414",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Yunggbrian",16,TRUE,FALSE,NA,NA
"212","@JennMaldonado13 @Nike Agreeded.But probably bc the professional one goes for $165.They should allow it on all othe… https://t.co/vyp9qiUfVo",FALSE,0,"JennMaldonado13",2019-05-09 16:03:50,TRUE,"1126510073079947265","1126518146146426880","262006721","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nmcole21",0,FALSE,FALSE,NA,NA
"213","RT @ChloeInCurve: If anyone tries to tell you that your body size will hold you back, they are wrong. A few weeks ago someone left me a com…",FALSE,0,NA,2019-05-09 16:03:39,FALSE,NA,"1126518098859831297",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","natalieamberrr1",236,TRUE,FALSE,NA,NA
"214","RT @OsmiumLs: @JKatzaman @KiharaFrank @AfricaTweetChat @dd_invest @Nike @CollinKapernick @caster800m Such a great read as well. Great advis…",FALSE,0,NA,2019-05-09 16:02:48,FALSE,NA,"1126517885894045697",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","KiharaFrank",1,TRUE,FALSE,NA,NA
"215","RT @HYPEBEAST: Get a closer look at #TomsSachs’ @Nike Mars Yard Overshoe. <U+0001F680>
https://t.co/p1dszAN4z2
<U+0001F4F8>: HYPEBEAST https://t.co/vZ1DYgUY5s",FALSE,0,NA,2019-05-09 16:02:27,FALSE,NA,"1126517797515874305",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chris_lachance",16,TRUE,FALSE,NA,NA
"216","RT @BackedVC: Michael Martin - VP, Global Head of Digital Products at @Nike 

<U+0001F633> 60% of people are wearing the wrong size shoe

<U+0001F33D> 14th centu…",FALSE,0,NA,2019-05-09 16:02:27,FALSE,NA,"1126517797067137024",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","The_Minh",2,TRUE,FALSE,NA,NA
"217","Seems really basic but @Nike is rolling out useful #AR technology in its app that will really help the user experie… https://t.co/0rpBSVymJN",FALSE,0,NA,2019-05-09 16:02:27,TRUE,NA,"1126517796949700609",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Belge2",0,FALSE,FALSE,NA,NA
"218","RT @edenspiekermann: That's right. A technology-first approach doesn't solve anything. @Nike #TNW2019 https://t.co/QVNB7cfWFH",FALSE,0,NA,2019-05-09 16:02:01,FALSE,NA,"1126517687935545346",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","zherring",1,TRUE,FALSE,NA,NA
"219",".@nike's new French-inspired ”Unité Totale” 2019 collection features 12 women's-exclusive pieces. 
https://t.co/BoTrrqFlu0",FALSE,4,NA,2019-05-09 16:01:39,FALSE,NA,"1126517596201857024",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","hypebae",0,FALSE,FALSE,NA,NA
"220","RT @OsmiumLs: @JKatzaman @KiharaFrank @AfricaTweetChat @dd_invest We recently came across an interesting read; on Woke Advertising, looking…",FALSE,0,NA,2019-05-09 16:00:53,FALSE,NA,"1126517405574991872",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","KiharaFrank",1,TRUE,FALSE,NA,NA
"221","RT @HarvardBiz: .@Disney and @Nike use technology to get ahead of their customers’ wants and needs. Here’s how you can do the same. https:/…",FALSE,0,NA,2019-05-09 16:00:25,FALSE,NA,"1126517287584821249",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iMashpatel",17,TRUE,FALSE,NA,NA
"222","270 reasons to get these. @nike - https://t.co/uf3vncyxxR https://t.co/xRlL44CSPI",FALSE,0,NA,2019-05-09 16:00:13,FALSE,NA,"1126517235479121926",NA,"<a href=""https://postso.com"" rel=""nofollow"">Postso.com</a>","footasylumwomen",0,FALSE,FALSE,NA,NA
"223","RT @HYPEBEAST: Get a closer look at #TomsSachs’ @Nike Mars Yard Overshoe. <U+0001F680>
https://t.co/p1dszAN4z2
<U+0001F4F8>: HYPEBEAST https://t.co/vZ1DYgUY5s",FALSE,0,NA,2019-05-09 15:59:47,FALSE,NA,"1126517126158856192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","toooommmmmmmmm",16,TRUE,FALSE,NA,NA
"224","RT @TimeSesethu: This is for our Mbhokodo<U+0001F478> @caster800m. They think we do not know their agenda. They will continue to eat dust again and ag…",FALSE,0,NA,2019-05-09 15:59:23,FALSE,NA,"1126517026774814721",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BulumkoGoqwana",81,TRUE,FALSE,NA,NA
"225","@Nike I need help ??",FALSE,0,"Nike",2019-05-09 15:57:32,FALSE,"1121571973383876608","1126516559093088256","415859364","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nick_tripathi",0,FALSE,FALSE,NA,NA
"226","@Mr_Mokgoroane Caster has been insulted beyond imagination. They say she can't compete with women and now they say… https://t.co/Bb98rVtVkM",FALSE,0,"Mr_Mokgoroane",2019-05-09 15:57:24,TRUE,"1126218908443250689","1126516527170293760","586040029","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sihe_n",0,FALSE,FALSE,NA,NA
"227","RT @TimeSesethu: This is for our Mbhokodo<U+0001F478> @caster800m. They think we do not know their agenda. They will continue to eat dust again and ag…",FALSE,0,NA,2019-05-09 15:57:22,FALSE,NA,"1126516517829582849",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Rethabiles",81,TRUE,FALSE,NA,NA
"228","@TimeSesethu @caster800m @Nike “You’re not a star, you’re a constellation” @caster800m <U+270A><U+0001F3FE><U+270A><U+0001F3FE><U+270A><U+0001F3FE>",FALSE,2,"TimeSesethu",2019-05-09 15:57:06,FALSE,"1126508881079717890","1126516450192166916","1092375458350579712","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","A_Mantewu",1,FALSE,FALSE,NA,NA
"229","RT @BackedVC: Michael Martin - VP, Global Head of Digital Products at @Nike 

<U+0001F633> 60% of people are wearing the wrong size shoe

<U+0001F33D> 14th centu…",FALSE,0,NA,2019-05-09 15:57:05,FALSE,NA,"1126516448862642176",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jamesfrewin1",2,TRUE,FALSE,NA,NA
"230","RT @TimeSesethu: This is for our Mbhokodo<U+0001F478> @caster800m. They think we do not know their agenda. They will continue to eat dust again and ag…",FALSE,0,NA,2019-05-09 15:56:59,FALSE,NA,"1126516424648925190",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","__Ayabulela",81,TRUE,FALSE,NA,NA
"231","RT @BackedVC: Michael Martin - VP, Global Head of Digital Products at @Nike 

<U+0001F633> 60% of people are wearing the wrong size shoe

<U+0001F33D> 14th centu…",FALSE,0,NA,2019-05-09 15:56:39,FALSE,NA,"1126516339911405569",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Madame_Daisy",2,TRUE,FALSE,NA,NA
"232","RT @ProSportsExtra: Thanks to a partnership between @Nike and @ussoccer, @Snapchat users will be able to rock the new look via a Snapchat L…",FALSE,0,NA,2019-05-09 15:55:10,FALSE,NA,"1126515964932186113",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cmitelhaus",2,TRUE,FALSE,NA,NA
"233","@TimeSesethu @caster800m @Nike Heat <U+0001F60B>",FALSE,0,"TimeSesethu",2019-05-09 15:54:59,FALSE,"1126508881079717890","1126515921294692352","1092375458350579712","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Rethabiles",0,FALSE,FALSE,NA,NA
"234","RT @HYPEBEAST: Get a closer look at #TomsSachs’ @Nike Mars Yard Overshoe. <U+0001F680>
https://t.co/p1dszAN4z2
<U+0001F4F8>: HYPEBEAST https://t.co/vZ1DYgUY5s",FALSE,0,NA,2019-05-09 15:54:33,FALSE,NA,"1126515811462590466",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Im_Kax",16,TRUE,FALSE,NA,NA
"235","RT @Laurence_ADFInt: @BBCSport A strong move from an ""inclusivity champion""... Great that @Nike has already spoken up so strongly in favour…",FALSE,0,NA,2019-05-09 15:54:18,FALSE,NA,"1126515747008786433",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JoshDriscoll14",5,TRUE,FALSE,NA,NA
"236","RT @TimeSesethu: This is for our Mbhokodo<U+0001F478> @caster800m. They think we do not know their agenda. They will continue to eat dust again and ag…",FALSE,0,NA,2019-05-09 15:53:34,FALSE,NA,"1126515561494659072",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Csandankumanda",81,TRUE,FALSE,NA,NA
"237","@Nike @Jumpman23 STOP MAKING LOW JORDAN 1s PLEASE! https://t.co/NXRHCmJDyf",FALSE,0,"Nike",2019-05-09 15:53:21,FALSE,NA,"1126515507832733696","415859364","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ohwoyy",0,FALSE,FALSE,NA,NA
"238","@Derek_Oland @ian_gally @Nike @Titleist Shoes<U+0001F60D>",FALSE,0,"Derek_Oland",2019-05-09 15:53:13,FALSE,"1126504013288001541","1126515475012358144","1126292610971205632","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","M_adisonSmith",0,FALSE,FALSE,NA,NA
"239","RT @TimeSesethu: This is for our Mbhokodo<U+0001F478> @caster800m. They think we do not know their agenda. They will continue to eat dust again and ag…",FALSE,0,NA,2019-05-09 15:52:45,FALSE,NA,"1126515357949280256",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Iam_De_2nd",81,TRUE,FALSE,NA,NA
"240","RT @blazindw: There is NO men’s cut version of the 3-star @USWNT jersey, and @ussoccer and @Nike aren’t offering customization of ANY jerse…",FALSE,0,NA,2019-05-09 15:52:24,FALSE,NA,"1126515267390062593",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","heathstobin",31,TRUE,FALSE,NA,NA
"241","RT @TimeSesethu: This is for our Mbhokodo<U+0001F478> @caster800m. They think we do not know their agenda. They will continue to eat dust again and ag…",FALSE,0,NA,2019-05-09 15:51:20,FALSE,NA,"1126515002154913792",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","thato_93",81,TRUE,FALSE,NA,NA
"242","@Nike @nikestore @nikefootball  why can I not buy a @USWNT jersey with their name on the back? So disappointing <U+0001F614>… https://t.co/zMHPhNAIMc",FALSE,0,"Nike",2019-05-09 15:51:09,TRUE,NA,"1126514953647558656","415859364","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sean_v20",0,FALSE,FALSE,NA,NA
"243","RT @HYPEBEAST: Get a closer look at #TomsSachs’ @Nike Mars Yard Overshoe. <U+0001F680>
https://t.co/p1dszAN4z2
<U+0001F4F8>: HYPEBEAST https://t.co/vZ1DYgUY5s",FALSE,0,NA,2019-05-09 15:50:51,FALSE,NA,"1126514877277908993",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","shaqpeaz",16,TRUE,FALSE,NA,NA
"244","Get your chequebooks out lads I think you know where I’m going with this one @Nike https://t.co/8nXlgwVYNP",FALSE,1,NA,2019-05-09 15:50:30,FALSE,NA,"1126514791244124162",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SamSk31",0,FALSE,FALSE,NA,NA
"245","Get a closer look at #TomsSachs’ @Nike Mars Yard Overshoe. <U+0001F680>
https://t.co/p1dszAN4z2
<U+0001F4F8>: HYPEBEAST https://t.co/vZ1DYgUY5s",FALSE,123,NA,2019-05-09 15:50:14,FALSE,NA,"1126514725146234882",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HYPEBEAST",16,FALSE,FALSE,NA,NA
"246","RT @DbacksAcademy: <U+0001F6A8>20th Summer of Youth Camps
<U+0001F5D3><U+FE0F>Weekly camps, June 3-August 2
<U+0001F4CD>15 locations
<U+2705> out the schedule

<U+2B07><U+FE0F>
https://t.co/meuTTnUDMs…",FALSE,0,NA,2019-05-09 15:49:48,FALSE,NA,"1126514615469273088",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Dbacks",4,TRUE,FALSE,NA,NA
"247","@J23app Just restock the highs please @Nike @Jumpman23",FALSE,13,"J23app",2019-05-09 15:48:27,FALSE,"1126514020167618561","1126514276305215488","489928354","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chris_133",0,FALSE,FALSE,NA,NA
"248","RT @dezeen: Brett Holts, vice president of @Nike Running Footwear, explains the new Nike ZoomX Vaporfly NEXT% shoe in this movie produced b…",FALSE,0,NA,2019-05-09 15:47:16,FALSE,NA,"1126513975632510978",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JabitxuN1",2,TRUE,FALSE,NA,NA
"249","@fitbit Journey...
#fitfam #fitness #meatlessjourney #fitnessmotivation #vegan #plantbased #bikebikebike #cycle… https://t.co/H3XXuW7Auq",FALSE,1,"fitbit",2019-05-09 15:46:13,TRUE,NA,"1126513713769480192","17424053","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ivan_manuel_c",0,FALSE,FALSE,NA,NA
"250","Start of the <U+2066>@Nedbank_RC<U+2069> time Trial #groenkloof great attendance <U+2066>@BiogenSA<U+2069> <U+2066>@futurelifeza<U+2069> <U+2066>@Nike<U+2069> https://t.co/ByJTuggleu",FALSE,6,NA,2019-05-09 15:46:13,FALSE,NA,"1126513711185678336",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BESTERNICK",0,FALSE,FALSE,NA,NA
"251","RT @Nike: Never stop chasing your crazy dream. #justdoit 

@TigerWoods https://t.co/q9OV6oGLDN",FALSE,0,NA,2019-05-09 15:46:03,FALSE,NA,"1126513671960535041",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MrStark63738478",108783,TRUE,FALSE,NA,NA
"252","RT @Nike: Never slow down for the world, one day it will catch-up with you. #justdoit @caster800m https://t.co/qKoVEsCMJP",FALSE,0,NA,2019-05-09 15:45:12,FALSE,NA,"1126513459342954496",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SINETHEMBAMBEBE",10792,TRUE,FALSE,NA,NA
"253","@TimeSesethu @caster800m @Nike I think she heard you coz I did and the world heard you..... inamandla<U+270A><U+0001F3FE>",FALSE,0,"TimeSesethu",2019-05-09 15:45:05,FALSE,"1126508881079717890","1126513429278183424","1092375458350579712","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dbig2cy_Thusi",0,FALSE,FALSE,NA,NA
